gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureCategory,EngagementScore,ContractRisk,FinancialPressure,Churn
Female,0,0,0,53,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.25,1048.45,Long-term,1,0,0.375,0
Female,0,1,0,58,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),109.1,6393.65,Long-term,7,0,1.8491525423728812,0
Male,0,0,0,46,0,0,DSL,1,0,0,0,0,0,One year,1,Bank transfer (automatic),30.75,1489.3,Medium-term,1,1,0.6542553191489362,0
Male,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Credit card (automatic),112.9,8061.5,Long-term,8,2,1.5465753424657536,0
Female,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.2,74.2,New,2,2,37.1,1
Female,0,1,1,6,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Mailed check,94.05,518.75,New,5,2,13.435714285714285,0
Male,0,1,0,72,1,1,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),78.85,5763.15,Long-term,7,0,1.08013698630137,0
Male,0,0,0,4,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Mailed check,55.3,238.5,New,2,2,11.059999999999999,0
Female,0,1,1,52,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.35,1031.7,Long-term,1,0,0.36509433962264154,0
Female,0,0,0,2,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.45,34.8,New,1,1,6.816666666666666,0
Female,0,1,0,65,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.35,1319.95,Long-term,1,0,0.2931818181818182,0
Male,1,1,0,43,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.0,4388.4,Medium-term,5,2,2.2954545454545454,1
Male,0,1,0,4,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,420.2,New,5,2,20.04,1
Male,1,1,0,25,1,1,Fiber optic,1,0,0,0,0,1,One year,1,Electronic check,89.05,2177.45,Medium-term,4,1,3.425,1
Female,0,1,0,51,1,1,DSL,0,1,0,1,1,1,One year,1,Credit card (automatic),78.65,3950.85,Long-term,6,1,1.5125000000000002,0
Male,0,0,0,12,1,1,DSL,0,0,1,0,1,1,Month-to-month,0,Bank transfer (automatic),74.75,827.05,Short-term,5,2,5.75,0
Female,0,1,1,57,1,0,DSL,1,0,0,0,1,1,One year,1,Bank transfer (automatic),70.1,3913.3,Long-term,4,1,1.2086206896551723,1
Female,0,1,1,24,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.9,533.5,Short-term,1,1,0.7959999999999999,0
Female,0,1,0,64,1,1,DSL,0,0,1,1,0,0,One year,0,Bank transfer (automatic),58.35,3756.45,Long-term,4,1,0.8976923076923077,0
Female,0,0,0,4,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,105.65,443.9,New,6,1,21.130000000000003,1
Female,0,0,0,26,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),100.5,2599.95,Medium-term,5,2,3.7222222222222223,0
Female,0,1,1,15,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,284.3,Short-term,1,2,1.253125,0
Male,1,1,0,64,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.65,1740.8,Long-term,2,0,0.3946153846153846,0
Male,1,1,0,36,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,96.5,3436.1,Medium-term,5,2,2.608108108108108,1
Female,0,1,0,27,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Credit card (automatic),95.0,2462.55,Medium-term,4,2,3.392857142857143,0
Male,1,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.85,70.85,New,1,2,35.425,1
Female,0,0,0,35,1,1,DSL,1,0,1,1,1,1,One year,1,Credit card (automatic),85.95,3110.1,Medium-term,7,1,2.3875,1
Male,0,0,0,4,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,73.9,280.85,New,2,2,14.780000000000001,1
Female,0,1,1,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.45,411.75,Short-term,1,2,5.050000000000001,0
Male,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.0,198.6,Short-term,1,2,1.8181818181818181,0
Female,0,0,0,2,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,49.2,103.7,New,2,2,16.400000000000002,0
Female,0,1,0,58,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),109.45,6144.55,Long-term,7,0,1.855084745762712,1
Male,0,1,0,51,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),83.25,4089.45,Long-term,7,0,1.6009615384615385,0
Female,0,1,1,46,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.25,864.2,Medium-term,1,0,0.4095744680851064,0
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.65,19.65,New,1,2,9.825,0
Male,0,0,0,46,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),72.8,3249.4,Medium-term,2,2,1.548936170212766,0
Female,0,1,0,50,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),109.65,5405.8,Long-term,7,2,2.15,0
Male,0,1,1,53,1,0,DSL,0,1,0,1,1,0,Month-to-month,0,Credit card (automatic),65.0,3363.8,Long-term,4,2,1.2037037037037037,0
Male,0,1,0,61,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,114.1,7132.15,Long-term,7,2,1.8403225806451613,0
Male,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.65,93.55,New,1,2,3.4416666666666664,0
Male,0,0,0,47,1,0,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),86.95,4138.9,Medium-term,7,1,1.8114583333333334,0
Female,0,0,0,54,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Bank transfer (automatic),94.75,5121.75,Long-term,5,1,1.7227272727272727,0
Male,0,0,1,19,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),25.35,566.1,Short-term,0,2,1.2675,0
Female,0,0,1,26,1,0,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,105.45,2715.3,Medium-term,6,0,3.9055555555555554,0
Male,0,1,1,70,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.4,1782.05,Long-term,2,0,0.3577464788732394,0
Male,0,1,0,17,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,102.55,1742.5,Short-term,6,2,5.697222222222222,0
Female,0,0,0,30,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,2983.8,Medium-term,5,2,3.232258064516129,1
Female,0,0,1,1,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.0,24.0,New,2,2,12.0,0
Female,0,1,1,19,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.6,485.9,Short-term,2,0,1.28,0
Female,0,1,0,26,1,0,DSL,0,1,1,0,1,1,Two year,1,Credit card (automatic),73.5,1905.7,Medium-term,5,0,2.7222222222222223,0
Female,0,1,1,21,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.05,1565.7,Short-term,2,2,3.3659090909090907,1
Male,0,1,0,50,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Electronic check,98.25,4858.7,Long-term,5,1,1.9264705882352942,0
Female,0,1,0,68,0,0,DSL,1,0,1,0,1,1,One year,1,Electronic check,54.4,3723.65,Long-term,4,1,0.7884057971014492,0
Male,0,0,0,3,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.55,298.35,New,5,2,25.3875,1
Male,0,1,1,9,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Electronic check,103.1,970.45,Short-term,5,2,10.309999999999999,0
Female,0,1,1,51,0,0,DSL,1,0,0,1,0,0,Two year,0,Bank transfer (automatic),34.2,1782.0,Long-term,2,0,0.6576923076923078,0
Female,0,0,0,9,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,43.75,405.7,Short-term,1,2,4.375,0
Male,1,1,1,41,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,111.95,4534.9,Medium-term,7,1,2.6654761904761903,1
Male,0,0,0,22,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.65,2415.95,Short-term,5,2,4.376086956521739,0
Female,0,1,1,21,0,0,DSL,1,0,1,0,1,1,One year,1,Electronic check,55.95,1157.05,Short-term,4,1,2.5431818181818184,1
Male,0,1,1,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.05,8297.5,Long-term,8,0,1.6118055555555555,0
Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.75,45.75,New,1,2,22.875,1
Male,0,1,1,26,1,1,DSL,0,0,1,1,1,1,One year,1,Credit card (automatic),82.0,2083.1,Medium-term,6,1,3.037037037037037,0
Male,0,1,0,71,1,1,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),65.15,4681.75,Long-term,5,0,0.9048611111111112,0
Male,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.8,176.2,New,1,2,8.959999999999999,0
Female,0,0,0,12,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,79.8,1001.2,Short-term,3,2,6.138461538461538,0
Female,0,1,0,18,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,88.85,1594.75,Short-term,4,2,4.6763157894736835,0
Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,212.4,New,2,2,18.7375,0
Female,1,1,0,72,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Bank transfer (automatic),106.85,7677.4,Long-term,6,1,1.4636986301369863,0
Male,0,0,0,11,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,74.95,815.5,Short-term,2,2,6.245833333333334,1
Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Credit card (automatic),80.15,80.15,New,2,2,40.075,1
Male,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.3,259.65,Short-term,1,1,1.3785714285714286,0
Female,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,109.25,8109.8,Long-term,7,1,1.4965753424657535,1
Male,0,1,0,42,1,1,DSL,1,0,0,0,0,0,One year,0,Credit card (automatic),56.1,2386.85,Medium-term,3,1,1.3046511627906978,0
Female,0,0,0,17,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.7,340.35,Short-term,1,2,1.0944444444444443,0
Female,1,0,0,7,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.3,419.35,Short-term,2,2,6.4125,0
Female,0,1,0,68,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Mailed check,118.6,7990.05,Long-term,8,0,1.718840579710145,0
Male,0,1,1,56,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.15,1402.25,Long-term,2,0,0.4236842105263158,0
Female,0,1,1,38,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.3,749.35,Medium-term,1,1,0.5205128205128206,0
Female,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,115.5,8425.15,Long-term,8,0,1.582191780821918,0
Female,0,0,0,48,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),25.05,1171.5,Medium-term,2,1,0.5112244897959184,0
Female,1,1,0,52,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,109.1,5647.95,Long-term,7,2,2.0584905660377357,0
Female,0,1,1,35,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.65,708.8,Medium-term,1,1,0.5458333333333333,0
Male,0,1,0,67,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.3,7567.2,Long-term,7,0,1.636764705882353,0
Female,0,0,0,1,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,29.9,29.9,New,1,2,14.95,0
Male,0,0,0,53,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Mailed check,80.6,4348.1,Long-term,3,2,1.4925925925925925,0
Male,0,1,1,34,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.8,635.9,Medium-term,1,2,0.5942857142857143,0
Female,0,0,0,3,0,0,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),35.2,108.95,New,1,2,8.8,1
Female,0,1,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,78.8,78.8,New,2,2,39.4,1
Male,0,0,0,19,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Mailed check,89.95,1682.4,Short-term,4,2,4.4975000000000005,0
Female,1,1,0,60,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.05,6925.9,Long-term,8,0,1.9024590163934425,0
Male,0,0,0,11,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.55,223.15,Short-term,1,0,1.6291666666666667,0
Female,0,0,0,47,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.4,5127.95,Medium-term,6,2,2.216666666666667,1
Male,0,0,0,18,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,49.4,874.8,Short-term,2,2,2.6,1
Female,0,1,1,60,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.25,6758.45,Long-term,8,0,1.889344262295082,0
Male,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.8,1874.3,Long-term,2,0,0.33972602739726027,0
Male,0,0,0,39,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.9,791.15,Medium-term,1,1,0.49749999999999994,0
Female,0,1,0,59,1,0,Fiber optic,1,0,1,0,0,0,One year,1,Credit card (automatic),81.25,4639.45,Long-term,3,1,1.3541666666666667,0
Male,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,69.95,143.9,New,1,2,23.316666666666666,0
Male,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.1,69.1,New,1,2,34.55,1
Male,0,1,1,20,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.2,1776.55,Short-term,3,2,4.295238095238095,1
Female,0,0,0,6,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),93.55,536.4,New,4,2,13.364285714285714,1
Male,0,0,0,71,1,1,Fiber optic,0,0,1,1,0,0,Two year,1,Credit card (automatic),86.4,6172.0,Long-term,4,0,1.2000000000000002,0
Female,0,1,0,24,1,1,DSL,1,1,1,0,0,0,Month-to-month,0,Mailed check,66.3,1559.45,Short-term,5,2,2.6519999999999997,0
Male,1,1,0,67,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),94.65,6079.0,Long-term,4,2,1.3919117647058825,0
Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Mailed check,80.85,80.85,New,2,2,40.425,1
Female,0,1,1,48,1,1,Fiber optic,0,0,0,0,0,1,One year,1,Mailed check,82.05,4029.95,Medium-term,3,1,1.6744897959183673,1
Female,0,1,0,37,1,1,DSL,0,1,0,1,0,1,One year,0,Mailed check,72.1,2658.4,Medium-term,5,1,1.8973684210526314,0
Male,0,0,0,11,0,0,DSL,0,1,1,0,0,0,Month-to-month,0,Mailed check,34.7,383.55,Short-term,2,2,2.891666666666667,0
Male,0,1,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.55,51.15,New,1,2,5.1375,1
Female,0,1,0,18,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),95.95,1745.5,Short-term,4,2,5.05,0
Male,0,1,1,50,1,0,DSL,0,0,0,0,0,0,One year,1,Bank transfer (automatic),44.8,2230.85,Long-term,1,1,0.8784313725490196,0
Female,0,1,1,67,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Electronic check,109.4,7281.6,Long-term,7,1,1.6088235294117648,0
Female,0,1,0,25,1,0,DSL,1,1,0,1,0,1,Month-to-month,1,Mailed check,71.05,1837.7,Medium-term,5,2,2.7326923076923078,0
Female,1,0,0,2,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,78.55,149.55,New,3,2,26.183333333333334,1
Male,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.7,180.7,Short-term,1,2,1.97,0
Female,0,0,1,10,0,0,DSL,1,1,0,1,0,0,One year,0,Mailed check,40.25,411.45,Short-term,3,1,3.659090909090909,0
Female,0,1,0,70,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.85,1328.35,Long-term,1,0,0.2795774647887324,0
Male,0,0,0,9,1,0,DSL,1,0,1,1,0,1,Month-to-month,1,Bank transfer (automatic),68.25,576.95,Short-term,5,2,6.825,0
Female,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.15,68.45,New,1,2,4.029999999999999,0
Female,0,0,0,2,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,50.95,123.05,New,2,2,16.983333333333334,0
Female,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,78.65,78.65,New,2,2,39.325,1
Male,0,0,0,19,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.15,468.35,Short-term,0,2,1.2574999999999998,0
Male,0,1,1,7,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.25,174.7,Short-term,1,2,2.53125,0
Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,42.9,42.9,New,1,2,21.45,1
Male,1,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.0,44.0,New,1,2,22.0,0
Female,0,1,1,9,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.25,172.35,Short-term,1,1,2.025,0
Female,0,0,0,3,0,0,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,34.25,139.35,New,2,2,8.5625,1
Female,0,0,0,9,0,0,DSL,1,0,1,1,1,1,Month-to-month,0,Mailed check,58.5,539.85,Short-term,5,2,5.85,1
Female,0,0,0,5,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Credit card (automatic),55.8,300.4,New,3,2,9.299999999999999,0
Female,0,1,1,56,1,0,Fiber optic,0,0,0,0,1,1,One year,0,Bank transfer (automatic),88.9,4968.0,Long-term,3,1,1.5596491228070177,0
Female,0,0,1,18,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,57.65,992.7,Short-term,3,2,3.0342105263157895,0
Male,1,0,0,49,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.2,4718.25,Long-term,4,2,1.9240000000000002,1
Male,0,1,0,70,1,1,DSL,1,1,1,1,1,0,Two year,0,Mailed check,79.15,5536.5,Long-term,7,0,1.1147887323943664,0
Female,0,0,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),108.05,7806.6,Long-term,7,0,1.4801369863013698,0
Female,1,0,0,6,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,74.4,434.1,New,2,2,10.62857142857143,1
Male,1,1,0,17,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.8,1563.9,Short-term,4,2,5.266666666666667,0
Male,0,1,0,29,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,45.9,1332.4,Medium-term,2,2,1.53,0
Female,0,1,0,6,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.3,545.2,New,6,2,15.042857142857143,1
Male,0,1,0,63,1,1,Fiber optic,0,0,1,0,1,1,Two year,0,Electronic check,102.6,6296.75,Long-term,5,0,1.603125,0
Male,0,1,0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),73.85,1284.2,Short-term,2,2,4.344117647058823,1
Male,0,0,0,59,1,0,DSL,0,0,1,0,0,1,One year,1,Bank transfer (automatic),61.35,3645.5,Long-term,3,1,1.0225,0
Female,0,0,0,3,1,0,DSL,0,0,1,0,1,0,Month-to-month,0,Electronic check,57.55,161.45,New,3,2,14.3875,0
Female,0,0,0,8,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,29.25,226.95,Short-term,1,2,3.25,0
Female,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.55,646.85,Short-term,3,2,10.56875,1
Female,0,0,0,68,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.6,1441.65,Long-term,1,0,0.28405797101449276,0
Female,0,1,1,68,1,1,Fiber optic,1,0,1,1,1,1,Two year,0,Credit card (automatic),111.75,7511.3,Long-term,7,0,1.6195652173913044,0
Female,1,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,106.5,5621.85,Long-term,6,1,2.009433962264151,0
Male,0,1,1,72,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),107.7,7919.8,Long-term,7,0,1.4753424657534246,0
Female,0,1,0,32,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.3,593.2,Medium-term,1,1,0.5848484848484848,0
Female,0,1,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.05,1423.65,Long-term,1,0,0.27465753424657535,0
Male,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),69.95,69.95,New,1,2,34.975,0
Male,0,1,1,42,1,0,DSL,1,0,0,1,0,1,One year,0,Credit card (automatic),63.7,2763.35,Medium-term,4,1,1.4813953488372094,0
Female,0,0,0,25,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.75,692.1,Medium-term,2,0,0.9519230769230769,1
Male,0,0,0,45,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),50.9,2298.55,Medium-term,2,2,1.1065217391304347,0
Female,0,1,1,43,0,0,DSL,1,0,1,1,1,1,One year,1,Credit card (automatic),60.4,2640.55,Medium-term,5,1,1.3727272727272728,0
Male,0,1,0,37,1,1,DSL,1,0,1,0,1,1,One year,0,Mailed check,79.25,2911.8,Medium-term,6,1,2.085526315789474,0
Female,1,0,0,20,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),85.8,1727.5,Short-term,3,2,4.085714285714285,1
Female,0,0,0,4,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.45,86.6,New,0,2,4.89,1
Male,0,1,0,63,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),110.1,6705.7,Long-term,7,0,1.7203125,0
Male,0,0,0,3,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,90.7,237.65,New,3,2,22.675,0
Male,0,1,1,66,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.3,1672.35,Long-term,2,0,0.3776119402985075,0
Male,0,0,0,28,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.7,2979.5,Medium-term,6,2,3.6448275862068966,1
Female,1,0,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,85.2,695.75,Short-term,3,2,9.466666666666667,0
Male,0,0,1,71,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.35,1654.6,Long-term,2,0,0.33819444444444446,0
Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.25,24.25,New,0,2,12.125,1
Female,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.1,1857.85,Long-term,2,0,0.3438356164383562,0
Male,1,1,0,16,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),54.55,825.1,Short-term,3,2,3.2088235294117644,0
Male,0,1,0,66,1,1,Fiber optic,1,1,1,1,0,0,Two year,0,Mailed check,96.6,6424.25,Long-term,6,0,1.4417910447761193,0
Female,0,0,0,11,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.5,837.95,Short-term,2,2,6.375,1
Male,0,0,0,51,1,1,DSL,1,1,1,1,1,0,One year,1,Credit card (automatic),81.15,4126.2,Long-term,7,1,1.560576923076923,0
Female,0,0,1,8,0,0,DSL,1,0,0,0,0,1,Month-to-month,1,Electronic check,38.5,330.8,Short-term,2,2,4.277777777777778,0
Male,0,0,0,14,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,92.9,1337.45,Short-term,3,2,6.193333333333333,0
Female,0,0,0,4,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Electronic check,93.5,362.2,New,5,2,18.7,1
Female,0,0,0,70,1,1,DSL,1,1,1,0,1,1,Two year,0,Mailed check,84.7,5991.05,Long-term,7,0,1.1929577464788732,0
Female,0,0,1,70,1,1,DSL,1,1,0,1,0,0,Two year,0,Electronic check,66.0,4891.5,Long-term,5,0,0.9295774647887324,0
Female,1,1,0,54,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Credit card (automatic),101.5,5373.1,Long-term,5,1,1.8454545454545455,1
Male,0,0,1,28,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.9,2068.55,Medium-term,2,2,2.5827586206896553,1
Male,0,0,0,24,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.75,487.05,Short-term,1,0,0.83,0
Female,0,1,0,69,1,0,DSL,0,1,0,0,0,1,Two year,1,Credit card (automatic),61.45,4131.2,Long-term,3,0,0.8778571428571429,0
Male,0,1,1,42,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,54.5,2301.15,Medium-term,3,2,1.2674418604651163,0
Female,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.6,131.65,New,1,2,23.2,1
Female,1,0,0,39,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.75,4036.0,Medium-term,5,2,2.49375,0
Male,0,1,1,45,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),109.75,4900.65,Medium-term,7,0,2.385869565217391,0
Male,0,1,1,72,1,1,DSL,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),80.85,5727.45,Long-term,7,0,1.1075342465753424,0
Female,0,0,0,38,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.3,743.05,Medium-term,1,0,0.5205128205128206,0
Male,0,1,0,72,1,1,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),67.8,4804.65,Long-term,6,0,0.9287671232876712,0
Male,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.05,24.05,New,2,2,12.025,1
